dataset,tokenizer,sequence_length
enwik8,bpe_8000,230
enwik8,bpe_8000,219
enwik8,bpe_8000,228
enwik8,bpe_8000,237
enwik8,bpe_8000,161
enwik8,bpe_8000,207
enwik8,bpe_8000,203
enwik8,bpe_8000,199
enwik8,bpe_8000,185
enwik8,bpe_8000,214
enwik8,bpe_8000,211
enwik8,bpe_8000,227
enwik8,bpe_8000,190
enwik8,bpe_8000,196
enwik8,bpe_8000,237
enwik8,bpe_8000,189
enwik8,bpe_8000,224
enwik8,bpe_8000,218
enwik8,bpe_8000,233
enwik8,bpe_8000,250
enwik8,bpe_8000,212
enwik8,bpe_8000,310
enwik8,bpe_8000,241
enwik8,bpe_8000,225
enwik8,bpe_8000,211
enwik8,bpe_8000,207
enwik8,bpe_8000,186
enwik8,bpe_8000,235
enwik8,bpe_8000,244
enwik8,bpe_8000,235
enwik8,bpe_8000,245
enwik8,bpe_8000,229
enwik8,bpe_8000,236
enwik8,bpe_8000,252
enwik8,bpe_8000,193
enwik8,bpe_8000,208
enwik8,bpe_8000,215
enwik8,bpe_8000,239
enwik8,bpe_8000,269
enwik8,bpe_8000,246
enwik8,bpe_8000,225
enwik8,bpe_8000,216
enwik8,bpe_8000,238
enwik8,bpe_8000,318
enwik8,bpe_8000,233
enwik8,bpe_8000,219
enwik8,bpe_8000,251
enwik8,bpe_8000,233
enwik8,bpe_8000,237
enwik8,bpe_8000,254
enwik8,bpe_8000,263
enwik8,bpe_8000,246
enwik8,bpe_8000,249
enwik8,bpe_8000,245
enwik8,bpe_8000,185
enwik8,bpe_8000,249
enwik8,bpe_8000,237
enwik8,bpe_8000,241
enwik8,bpe_8000,208
enwik8,bpe_8000,235
enwik8,bpe_8000,196
enwik8,bpe_8000,248
enwik8,bpe_8000,219
enwik8,bpe_8000,174
enwik8,bpe_8000,242
enwik8,bpe_8000,225
enwik8,bpe_8000,254
enwik8,bpe_8000,194
enwik8,bpe_8000,195
enwik8,bpe_8000,234
enwik8,bpe_8000,208
enwik8,bpe_8000,200
enwik8,bpe_8000,219
enwik8,bpe_8000,214
enwik8,bpe_8000,226
enwik8,bpe_8000,245
enwik8,bpe_8000,248
enwik8,bpe_8000,232
enwik8,bpe_8000,257
enwik8,bpe_8000,211
enwik8,bpe_8000,247
enwik8,bpe_8000,297
enwik8,bpe_8000,256
enwik8,bpe_8000,205
enwik8,bpe_8000,205
enwik8,bpe_8000,200
enwik8,bpe_8000,228
enwik8,bpe_8000,240
enwik8,bpe_8000,217
enwik8,bpe_8000,233
enwik8,bpe_8000,241
enwik8,bpe_8000,207
enwik8,bpe_8000,217
enwik8,bpe_8000,189
enwik8,bpe_8000,210
enwik8,bpe_8000,245
enwik8,bpe_8000,259
enwik8,bpe_8000,261
enwik8,bpe_8000,260
enwik8,bpe_8000,247
enwik8,bpe_8000,210
enwik8,bpe_8000,239
enwik8,bpe_8000,244
enwik8,bpe_8000,242
enwik8,bpe_8000,232
enwik8,bpe_8000,275
enwik8,bpe_8000,188
enwik8,bpe_8000,197
enwik8,bpe_8000,262
enwik8,bpe_8000,217
enwik8,bpe_8000,236
enwik8,bpe_8000,208
enwik8,bpe_8000,237
enwik8,bpe_8000,264
enwik8,bpe_8000,242
enwik8,bpe_8000,276
enwik8,bpe_8000,270
enwik8,bpe_8000,241
enwik8,bpe_8000,217
enwik8,bpe_8000,228
enwik8,bpe_8000,198
enwik8,bpe_8000,176
enwik8,bpe_8000,226
enwik8,bpe_8000,199
enwik8,bpe_8000,202
enwik8,bpe_8000,219
enwik8,bpe_8000,261
enwik8,bpe_8000,202
enwik8,bpe_8000,193
enwik8,bpe_8000,243
enwik8,bpe_8000,176
enwik8,bpe_8000,223
enwik8,bpe_8000,286
enwik8,bpe_8000,227
enwik8,bpe_8000,236
enwik8,bpe_8000,248
enwik8,bpe_8000,207
enwik8,bpe_8000,212
enwik8,bpe_8000,215
enwik8,bpe_8000,248
enwik8,bpe_8000,235
enwik8,bpe_8000,218
enwik8,bpe_8000,194
enwik8,bpe_8000,212
enwik8,bpe_8000,225
enwik8,bpe_8000,223
enwik8,bpe_8000,215
enwik8,bpe_8000,221
enwik8,bpe_8000,202
enwik8,bpe_8000,240
enwik8,bpe_8000,206
enwik8,bpe_8000,244
enwik8,bpe_8000,259
enwik8,bpe_8000,248
enwik8,bpe_8000,191
enwik8,bpe_8000,234
enwik8,bpe_8000,254
enwik8,bpe_8000,217
enwik8,bpe_8000,193
enwik8,bpe_8000,231
enwik8,bpe_8000,175
enwik8,bpe_8000,234
enwik8,bpe_8000,240
enwik8,bpe_8000,207
enwik8,bpe_8000,217
enwik8,bpe_8000,303
enwik8,bpe_8000,219
enwik8,bpe_8000,189
enwik8,bpe_8000,233
enwik8,bpe_8000,275
enwik8,bpe_8000,242
enwik8,bpe_8000,244
enwik8,bpe_8000,218
enwik8,bpe_8000,203
enwik8,bpe_8000,248
enwik8,bpe_8000,292
enwik8,bpe_8000,282
enwik8,bpe_8000,221
enwik8,bpe_8000,220
enwik8,bpe_8000,225
enwik8,bpe_8000,219
enwik8,bpe_8000,295
enwik8,bpe_8000,232
enwik8,bpe_8000,287
enwik8,bpe_8000,282
enwik8,bpe_8000,235
enwik8,bpe_8000,219
enwik8,bpe_8000,219
enwik8,bpe_8000,225
enwik8,bpe_8000,188
enwik8,bpe_8000,242
enwik8,bpe_8000,249
enwik8,bpe_8000,202
enwik8,bpe_8000,167
enwik8,bpe_8000,366
enwik8,bpe_8000,245
enwik8,bpe_8000,259
enwik8,bpe_8000,267
enwik8,bpe_8000,191
enwik8,bpe_8000,216
enwik8,bpe_8000,262
enwik8,bpe_8000,228
enwik8,bpe_8000,247
enwik8,bpe_8000,223
enwik8,bpe_8000,248
enwik8,bpe_8000,224
enwik8,bpe_8000,190
enwik8,bpe_8000,255
enwik8,bpe_8000,232
enwik8,bpe_8000,213
enwik8,bpe_8000,227
enwik8,bpe_8000,222
enwik8,bpe_8000,282
enwik8,bpe_8000,246
enwik8,bpe_8000,233
enwik8,bpe_8000,210
enwik8,bpe_8000,244
enwik8,bpe_8000,241
enwik8,bpe_8000,245
enwik8,bpe_8000,190
enwik8,bpe_8000,303
enwik8,bpe_8000,207
enwik8,bpe_8000,230
enwik8,bpe_8000,200
enwik8,bpe_8000,271
enwik8,bpe_8000,196
enwik8,bpe_8000,247
enwik8,bpe_8000,257
enwik8,bpe_8000,220
enwik8,bpe_8000,235
enwik8,bpe_8000,255
enwik8,bpe_8000,225
enwik8,bpe_8000,219
enwik8,bpe_8000,210
enwik8,bpe_8000,205
enwik8,bpe_8000,231
enwik8,bpe_8000,268
enwik8,bpe_8000,234
enwik8,bpe_8000,225
enwik8,bpe_8000,202
enwik8,bpe_8000,254
enwik8,bpe_8000,186
enwik8,bpe_8000,212
enwik8,bpe_8000,238
enwik8,bpe_8000,191
enwik8,bpe_8000,194
enwik8,bpe_8000,204
enwik8,bpe_8000,208
enwik8,bpe_8000,228
enwik8,bpe_8000,258
enwik8,bpe_8000,237
enwik8,bpe_8000,212
enwik8,bpe_8000,211
enwik8,bpe_8000,231
enwik8,bpe_8000,244
enwik8,bpe_8000,271
enwik8,bpe_8000,215
enwik8,bpe_8000,254
enwik8,bpe_8000,233
enwik8,bpe_8000,219
enwik8,bpe_8000,208
enwik8,bpe_8000,237
enwik8,bpe_8000,238
enwik8,bpe_8000,204
enwik8,bpe_8000,264
enwik8,bpe_8000,257
enwik8,bpe_8000,253
enwik8,bpe_8000,215
enwik8,bpe_8000,245
enwik8,bpe_8000,235
enwik8,bpe_8000,179
enwik8,bpe_8000,219
enwik8,bpe_8000,237
enwik8,bpe_8000,229
enwik8,bpe_8000,217
enwik8,bpe_8000,292
enwik8,bpe_8000,229
enwik8,bpe_8000,206
enwik8,bpe_8000,223
enwik8,bpe_8000,221
enwik8,bpe_8000,223
enwik8,bpe_8000,266
enwik8,bpe_8000,225
enwik8,bpe_8000,242
enwik8,bpe_8000,198
enwik8,bpe_8000,224
enwik8,bpe_8000,239
enwik8,bpe_8000,245
enwik8,bpe_8000,236
enwik8,bpe_8000,219
enwik8,bpe_8000,238
enwik8,bpe_8000,232
enwik8,bpe_8000,221
enwik8,bpe_8000,200
enwik8,bpe_8000,204
enwik8,bpe_8000,218
enwik8,bpe_8000,208
enwik8,bpe_8000,278
enwik8,bpe_8000,254
enwik8,bpe_8000,211
enwik8,bpe_8000,213
enwik8,bpe_8000,158
enwik8,bpe_8000,204
enwik8,bpe_8000,309
enwik8,bpe_8000,240
enwik8,bpe_8000,250
enwik8,bpe_8000,238
enwik8,bpe_8000,210
enwik8,bpe_8000,233
enwik8,bpe_8000,265
enwik8,bpe_8000,198
enwik8,bpe_8000,231
enwik8,bpe_8000,248
enwik8,bpe_8000,228
enwik8,bpe_8000,183
enwik8,bpe_8000,222
enwik8,bpe_8000,255
enwik8,bpe_8000,181
enwik8,bpe_8000,203
enwik8,bpe_8000,203
enwik8,bpe_8000,249
enwik8,bpe_8000,224
enwik8,bpe_8000,230
enwik8,bpe_8000,232
enwik8,bpe_8000,240
enwik8,bpe_8000,215
enwik8,bpe_8000,202
enwik8,bpe_8000,273
enwik8,bpe_8000,212
enwik8,bpe_8000,226
enwik8,bpe_8000,245
enwik8,bpe_8000,214
enwik8,bpe_8000,223
enwik8,bpe_8000,246
enwik8,bpe_8000,204
enwik8,bpe_8000,256
enwik8,bpe_8000,294
enwik8,bpe_8000,237
enwik8,bpe_8000,227
enwik8,bpe_8000,216
enwik8,bpe_8000,227
enwik8,bpe_8000,167
enwik8,bpe_8000,214
enwik8,bpe_8000,215
enwik8,bpe_8000,270
enwik8,bpe_8000,223
enwik8,bpe_8000,240
enwik8,bpe_8000,245
enwik8,bpe_8000,239
enwik8,bpe_8000,211
enwik8,bpe_8000,244
enwik8,bpe_8000,261
enwik8,bpe_8000,185
enwik8,bpe_8000,238
enwik8,bpe_8000,225
enwik8,bpe_8000,235
enwik8,bpe_8000,222
enwik8,bpe_8000,227
enwik8,bpe_8000,188
enwik8,bpe_8000,255
enwik8,bpe_8000,220
enwik8,bpe_8000,204
enwik8,bpe_8000,205
enwik8,bpe_8000,238
enwik8,bpe_8000,219
enwik8,bpe_8000,225
enwik8,bpe_8000,192
enwik8,bpe_8000,211
enwik8,bpe_8000,255
enwik8,bpe_8000,249
enwik8,bpe_8000,221
enwik8,bpe_8000,211
enwik8,bpe_8000,243
enwik8,bpe_8000,200
enwik8,bpe_8000,212
enwik8,bpe_8000,206
enwik8,bpe_8000,225
enwik8,bpe_8000,184
enwik8,bpe_8000,249
enwik8,bpe_8000,221
enwik8,bpe_8000,194
enwik8,bpe_8000,227
enwik8,bpe_8000,208
enwik8,bpe_8000,232
enwik8,bpe_8000,233
enwik8,bpe_8000,210
enwik8,bpe_8000,223
enwik8,bpe_8000,203
enwik8,bpe_8000,362
enwik8,bpe_8000,197
enwik8,bpe_8000,260
enwik8,bpe_8000,219
enwik8,bpe_8000,237
enwik8,bpe_8000,189
enwik8,bpe_8000,246
enwik8,bpe_8000,209
enwik8,bpe_8000,218
enwik8,bpe_8000,208
enwik8,bpe_8000,231
enwik8,bpe_8000,244
enwik8,bpe_8000,315
enwik8,bpe_8000,194
enwik8,bpe_8000,231
enwik8,bpe_8000,203
enwik8,bpe_8000,222
enwik8,bpe_8000,248
enwik8,bpe_8000,215
enwik8,bpe_8000,258
enwik8,bpe_8000,236
enwik8,bpe_8000,219
enwik8,bpe_8000,192
enwik8,bpe_8000,258
enwik8,bpe_8000,204
enwik8,bpe_8000,215
enwik8,bpe_8000,223
enwik8,bpe_8000,227
enwik8,bpe_8000,195
enwik8,bpe_8000,209
enwik8,bpe_8000,235
enwik8,bpe_8000,202
enwik8,bpe_8000,203
enwik8,bpe_8000,245
enwik8,bpe_8000,231
enwik8,bpe_8000,291
enwik8,bpe_8000,223
enwik8,bpe_8000,236
enwik8,bpe_8000,223
enwik8,bpe_8000,159
enwik8,bpe_8000,221
enwik8,bpe_8000,252
enwik8,bpe_8000,204
enwik8,bpe_8000,239
enwik8,bpe_8000,200
enwik8,bpe_8000,277
enwik8,bpe_8000,194
enwik8,bpe_8000,278
enwik8,bpe_8000,206
enwik8,bpe_8000,264
enwik8,bpe_8000,236
enwik8,bpe_8000,247
enwik8,bpe_8000,300
enwik8,bpe_8000,241
enwik8,bpe_8000,211
enwik8,bpe_8000,216
enwik8,bpe_8000,212
enwik8,bpe_8000,214
enwik8,bpe_8000,200
enwik8,bpe_8000,166
enwik8,bpe_8000,270
enwik8,bpe_8000,200
enwik8,bpe_8000,216
enwik8,bpe_8000,288
enwik8,bpe_8000,213
enwik8,bpe_8000,178
enwik8,bpe_8000,277
enwik8,bpe_8000,236
enwik8,bpe_8000,244
enwik8,bpe_8000,242
enwik8,bpe_8000,229
enwik8,bpe_8000,232
enwik8,bpe_8000,234
enwik8,bpe_8000,194
enwik8,bpe_8000,230
enwik8,bpe_8000,267
enwik8,bpe_8000,229
enwik8,bpe_8000,215
enwik8,bpe_8000,214
enwik8,bpe_8000,239
enwik8,bpe_8000,203
enwik8,bpe_8000,210
enwik8,bpe_8000,264
enwik8,bpe_8000,228
enwik8,bpe_8000,198
enwik8,bpe_8000,197
enwik8,bpe_8000,258
enwik8,bpe_8000,195
enwik8,bpe_8000,226
enwik8,bpe_8000,222
enwik8,bpe_8000,206
enwik8,bpe_8000,177
enwik8,bpe_8000,269
enwik8,bpe_8000,207
enwik8,bpe_8000,231
enwik8,bpe_8000,213
enwik8,bpe_8000,161
enwik8,bpe_8000,212
enwik8,bpe_8000,207
enwik8,bpe_8000,210
enwik8,bpe_8000,250
enwik8,bpe_8000,245
enwik8,bpe_8000,150
enwik8,bpe_8000,207
enwik8,bpe_8000,205
enwik8,bpe_8000,194
enwik8,bpe_8000,222
enwik8,bpe_8000,264
enwik8,bpe_8000,218
enwik8,bpe_8000,252
enwik8,bpe_8000,222
enwik8,bpe_8000,250
enwik8,bpe_8000,176
enwik8,bpe_8000,227
enwik8,bpe_8000,226
enwik8,bpe_8000,236
enwik8,bpe_8000,257
enwik8,bpe_8000,311
enwik8,bpe_8000,243
enwik8,bpe_8000,188
enwik8,bpe_8000,200
enwik8,bpe_8000,250
enwik8,bpe_8000,240
enwik8,bpe_8000,257
enwik8,bpe_8000,232
enwik8,bpe_8000,226
enwik8,bpe_8000,246
enwik8,bpe_8000,257
enwik8,bpe_8000,235
enwik8,bpe_8000,203
enwik8,bpe_8000,240
enwik8,bpe_8000,221
enwik8,bpe_8000,262
enwik8,bpe_8000,222
enwik8,bpe_8000,216
enwik8,bpe_8000,293
enwik8,bpe_8000,232
enwik8,bpe_8000,253
enwik8,bpe_8000,253
enwik8,bpe_8000,212
enwik8,bpe_8000,241
enwik8,bpe_8000,214
enwik8,bpe_8000,191
enwik8,bpe_8000,190
enwik8,bpe_8000,196
enwik8,bpe_8000,264
enwik8,bpe_8000,230
enwik8,bpe_8000,349
enwik8,bpe_8000,322
enwik8,bpe_8000,243
enwik8,bpe_8000,216
enwik8,bpe_8000,247
enwik8,bpe_8000,227
enwik8,bpe_8000,216
enwik8,bpe_8000,302
enwik8,bpe_8000,233
enwik8,bpe_8000,229
enwik8,bpe_8000,251
enwik8,bpe_8000,196
enwik8,bpe_8000,245
enwik8,bpe_8000,241
enwik8,bpe_8000,199
enwik8,bpe_8000,205
enwik8,bpe_8000,229
enwik8,bpe_8000,242
enwik8,bpe_8000,256
enwik8,bpe_8000,226
enwik8,bpe_8000,228
enwik8,bpe_8000,223
enwik8,bpe_8000,235
enwik8,bpe_8000,170
enwik8,bpe_8000,221
enwik8,bpe_8000,219
enwik8,bpe_8000,227
enwik8,bpe_8000,347
enwik8,bpe_8000,246
enwik8,bpe_8000,220
enwik8,bpe_8000,230
enwik8,bpe_8000,299
enwik8,bpe_8000,233
enwik8,bpe_8000,198
enwik8,bpe_8000,257
enwik8,bpe_8000,346
enwik8,bpe_8000,258
enwik8,bpe_8000,230
enwik8,bpe_8000,242
enwik8,bpe_8000,234
enwik8,bpe_8000,244
enwik8,bpe_8000,229
enwik8,bpe_8000,194
enwik8,bpe_8000,215
enwik8,bpe_8000,229
enwik8,bpe_8000,217
enwik8,bpe_8000,231
enwik8,bpe_8000,234
enwik8,bpe_8000,224
enwik8,bpe_8000,225
enwik8,bpe_8000,225
enwik8,bpe_8000,223
enwik8,bpe_8000,234
enwik8,bpe_8000,249
enwik8,bpe_8000,223
enwik8,bpe_8000,204
enwik8,bpe_8000,222
enwik8,bpe_8000,210
enwik8,bpe_8000,217
enwik8,bpe_8000,225
enwik8,bpe_8000,215
enwik8,bpe_8000,223
enwik8,bpe_8000,189
enwik8,bpe_8000,222
enwik8,bpe_8000,218
enwik8,bpe_8000,256
enwik8,bpe_8000,235
enwik8,bpe_8000,204
enwik8,bpe_8000,209
enwik8,bpe_8000,223
enwik8,bpe_8000,261
enwik8,bpe_8000,201
enwik8,bpe_8000,205
enwik8,bpe_8000,220
enwik8,bpe_8000,258
enwik8,bpe_8000,212
enwik8,bpe_8000,244
enwik8,bpe_8000,193
enwik8,bpe_8000,258
enwik8,bpe_8000,166
enwik8,bpe_8000,187
enwik8,bpe_8000,242
enwik8,bpe_8000,223
enwik8,bpe_8000,202
enwik8,bpe_8000,205
enwik8,bpe_8000,204
enwik8,bpe_8000,194
enwik8,bpe_8000,246
enwik8,bpe_8000,262
enwik8,bpe_8000,243
enwik8,bpe_8000,291
enwik8,bpe_8000,231
enwik8,bpe_8000,205
enwik8,bpe_8000,226
enwik8,bpe_8000,175
enwik8,bpe_8000,222
enwik8,bpe_8000,239
enwik8,bpe_8000,217
enwik8,bpe_8000,263
enwik8,bpe_8000,250
enwik8,bpe_8000,180
enwik8,bpe_8000,241
enwik8,bpe_8000,214
enwik8,bpe_8000,198
enwik8,bpe_8000,178
enwik8,bpe_8000,246
enwik8,bpe_8000,188
enwik8,bpe_8000,274
enwik8,bpe_8000,219
enwik8,bpe_8000,204
enwik8,bpe_8000,324
enwik8,bpe_8000,208
enwik8,bpe_8000,247
enwik8,bpe_8000,168
enwik8,bpe_8000,213
enwik8,bpe_8000,234
enwik8,bpe_8000,230
enwik8,bpe_8000,248
enwik8,bpe_8000,245
enwik8,bpe_8000,214
enwik8,bpe_8000,230
enwik8,bpe_8000,265
enwik8,bpe_8000,237
enwik8,bpe_8000,253
enwik8,bpe_8000,241
enwik8,bpe_8000,216
enwik8,bpe_8000,257
enwik8,bpe_8000,218
enwik8,bpe_8000,202
enwik8,bpe_8000,244
enwik8,bpe_8000,303
enwik8,bpe_8000,210
enwik8,bpe_8000,217
enwik8,bpe_8000,232
enwik8,bpe_8000,244
enwik8,bpe_8000,247
enwik8,bpe_8000,245
enwik8,bpe_8000,180
enwik8,bpe_8000,247
enwik8,bpe_8000,225
enwik8,bpe_8000,281
enwik8,bpe_8000,153
enwik8,bpe_8000,237
enwik8,bpe_8000,236
enwik8,bpe_8000,248
enwik8,bpe_8000,224
enwik8,bpe_8000,231
enwik8,bpe_8000,214
enwik8,bpe_8000,290
enwik8,bpe_8000,240
enwik8,bpe_8000,266
enwik8,bpe_8000,260
enwik8,bpe_8000,223
enwik8,bpe_8000,193
enwik8,bpe_8000,199
enwik8,bpe_8000,299
enwik8,bpe_8000,234
enwik8,bpe_8000,162
enwik8,bpe_8000,234
enwik8,bpe_8000,207
enwik8,bpe_8000,205
enwik8,bpe_8000,238
enwik8,bpe_8000,230
enwik8,bpe_8000,226
enwik8,bpe_8000,207
enwik8,bpe_8000,217
enwik8,bpe_8000,205
enwik8,bpe_8000,216
enwik8,bpe_8000,259
enwik8,bpe_8000,248
enwik8,bpe_8000,205
enwik8,bpe_8000,160
enwik8,bpe_8000,230
enwik8,bpe_8000,206
enwik8,bpe_8000,217
enwik8,bpe_8000,231
enwik8,bpe_8000,268
enwik8,bpe_8000,280
enwik8,bpe_8000,243
enwik8,bpe_8000,268
enwik8,bpe_8000,211
enwik8,bpe_8000,191
enwik8,bpe_8000,209
enwik8,bpe_8000,216
enwik8,bpe_8000,234
enwik8,bpe_8000,244
enwik8,bpe_8000,247
enwik8,bpe_8000,204
enwik8,bpe_8000,187
enwik8,bpe_8000,231
enwik8,bpe_8000,205
enwik8,bpe_8000,208
enwik8,bpe_8000,241
enwik8,bpe_8000,225
enwik8,bpe_8000,196
enwik8,bpe_8000,281
enwik8,bpe_8000,244
enwik8,bpe_8000,197
enwik8,bpe_8000,277
enwik8,bpe_8000,244
enwik8,bpe_8000,194
enwik8,bpe_8000,159
enwik8,bpe_8000,234
enwik8,bpe_8000,203
enwik8,bpe_8000,248
enwik8,bpe_8000,217
enwik8,bpe_8000,234
enwik8,bpe_8000,209
enwik8,bpe_8000,204
enwik8,bpe_8000,197
enwik8,bpe_8000,331
enwik8,bpe_8000,227
enwik8,bpe_8000,212
enwik8,bpe_8000,223
enwik8,bpe_8000,247
enwik8,bpe_8000,197
enwik8,bpe_8000,202
enwik8,bpe_8000,281
enwik8,bpe_8000,223
enwik8,bpe_8000,219
enwik8,bpe_8000,245
enwik8,bpe_8000,229
enwik8,bpe_8000,258
enwik8,bpe_8000,200
enwik8,bpe_8000,280
enwik8,bpe_8000,222
enwik8,bpe_8000,205
enwik8,bpe_8000,205
enwik8,bpe_8000,173
enwik8,bpe_8000,238
enwik8,bpe_8000,221
enwik8,bpe_8000,197
enwik8,bpe_8000,230
enwik8,bpe_8000,223
enwik8,bpe_8000,268
enwik8,bpe_8000,229
enwik8,bpe_8000,244
enwik8,bpe_8000,200
enwik8,bpe_8000,288
enwik8,bpe_8000,253
enwik8,bpe_8000,234
enwik8,bpe_8000,190
enwik8,bpe_8000,183
enwik8,bpe_8000,225
enwik8,bpe_8000,204
enwik8,bpe_8000,238
enwik8,bpe_8000,211
enwik8,bpe_8000,274
enwik8,bpe_8000,220
enwik8,bpe_8000,202
enwik8,bpe_8000,260
enwik8,bpe_8000,296
enwik8,bpe_8000,293
enwik8,bpe_8000,226
enwik8,bpe_8000,250
enwik8,bpe_8000,240
enwik8,bpe_8000,215
enwik8,bpe_8000,223
enwik8,bpe_8000,188
enwik8,bpe_8000,221
enwik8,bpe_8000,240
enwik8,bpe_8000,248
enwik8,bpe_8000,228
enwik8,bpe_8000,227
enwik8,bpe_8000,245
enwik8,bpe_8000,245
enwik8,bpe_8000,264
enwik8,bpe_8000,239
enwik8,bpe_8000,205
enwik8,bpe_8000,222
enwik8,bpe_8000,190
enwik8,bpe_8000,214
enwik8,bpe_8000,254
enwik8,bpe_8000,197
enwik8,bpe_8000,205
enwik8,bpe_8000,218
enwik8,bpe_8000,209
enwik8,bpe_8000,212
enwik8,bpe_8000,217
enwik8,bpe_8000,223
enwik8,bpe_8000,219
enwik8,bpe_8000,256
enwik8,bpe_8000,279
enwik8,bpe_8000,234
enwik8,bpe_8000,166
enwik8,bpe_8000,225
enwik8,bpe_8000,193
enwik8,bpe_8000,234
enwik8,bpe_8000,227
enwik8,bpe_8000,238
enwik8,bpe_8000,219
enwik8,bpe_8000,216
enwik8,bpe_8000,353
enwik8,bpe_8000,215
enwik8,bpe_8000,211
enwik8,bpe_8000,243
enwik8,bpe_8000,236
enwik8,bpe_8000,218
enwik8,bpe_8000,211
enwik8,bpe_8000,241
enwik8,bpe_8000,200
enwik8,bpe_8000,233
enwik8,bpe_8000,223
enwik8,bpe_8000,243
enwik8,bpe_8000,232
enwik8,bpe_8000,301
enwik8,bpe_8000,243
enwik8,bpe_8000,242
enwik8,bpe_8000,191
enwik8,bpe_8000,420
enwik8,bpe_8000,231
enwik8,bpe_8000,232
enwik8,bpe_8000,225
enwik8,bpe_8000,399
enwik8,bpe_8000,212
enwik8,bpe_8000,243
enwik8,bpe_8000,216
enwik8,bpe_8000,252
enwik8,bpe_8000,258
enwik8,bpe_8000,271
enwik8,bpe_8000,226
enwik8,bpe_8000,287
enwik8,bpe_16000,214
enwik8,bpe_16000,224
enwik8,bpe_16000,243
enwik8,bpe_16000,198
enwik8,bpe_16000,194
enwik8,bpe_16000,249
enwik8,bpe_16000,197
enwik8,bpe_16000,206
enwik8,bpe_16000,384
enwik8,bpe_16000,196
enwik8,bpe_16000,207
enwik8,bpe_16000,229
enwik8,bpe_16000,210
enwik8,bpe_16000,217
enwik8,bpe_16000,198
enwik8,bpe_16000,374
enwik8,bpe_16000,193
enwik8,bpe_16000,198
enwik8,bpe_16000,180
enwik8,bpe_16000,164
enwik8,bpe_16000,273
enwik8,bpe_16000,163
enwik8,bpe_16000,204
enwik8,bpe_16000,214
enwik8,bpe_16000,177
enwik8,bpe_16000,215
enwik8,bpe_16000,162
enwik8,bpe_16000,229
enwik8,bpe_16000,207
enwik8,bpe_16000,223
enwik8,bpe_16000,221
enwik8,bpe_16000,196
enwik8,bpe_16000,205
enwik8,bpe_16000,196
enwik8,bpe_16000,236
enwik8,bpe_16000,181
enwik8,bpe_16000,202
enwik8,bpe_16000,180
enwik8,bpe_16000,216
enwik8,bpe_16000,219
enwik8,bpe_16000,196
enwik8,bpe_16000,204
enwik8,bpe_16000,231
enwik8,bpe_16000,177
enwik8,bpe_16000,175
enwik8,bpe_16000,198
enwik8,bpe_16000,195
enwik8,bpe_16000,182
enwik8,bpe_16000,254
enwik8,bpe_16000,177
enwik8,bpe_16000,205
enwik8,bpe_16000,277
enwik8,bpe_16000,157
enwik8,bpe_16000,216
enwik8,bpe_16000,190
enwik8,bpe_16000,199
enwik8,bpe_16000,206
enwik8,bpe_16000,218
enwik8,bpe_16000,146
enwik8,bpe_16000,191
enwik8,bpe_16000,218
enwik8,bpe_16000,253
enwik8,bpe_16000,232
enwik8,bpe_16000,178
enwik8,bpe_16000,201
enwik8,bpe_16000,179
enwik8,bpe_16000,168
enwik8,bpe_16000,195
enwik8,bpe_16000,198
enwik8,bpe_16000,213
enwik8,bpe_16000,191
enwik8,bpe_16000,234
enwik8,bpe_16000,218
enwik8,bpe_16000,196
enwik8,bpe_16000,222
enwik8,bpe_16000,138
enwik8,bpe_16000,172
enwik8,bpe_16000,192
enwik8,bpe_16000,202
enwik8,bpe_16000,224
enwik8,bpe_16000,210
enwik8,bpe_16000,180
enwik8,bpe_16000,247
enwik8,bpe_16000,245
enwik8,bpe_16000,212
enwik8,bpe_16000,268
enwik8,bpe_16000,223
enwik8,bpe_16000,275
enwik8,bpe_16000,239
enwik8,bpe_16000,228
enwik8,bpe_16000,199
enwik8,bpe_16000,198
enwik8,bpe_16000,204
enwik8,bpe_16000,198
enwik8,bpe_16000,235
enwik8,bpe_16000,247
enwik8,bpe_16000,194
enwik8,bpe_16000,310
enwik8,bpe_16000,230
enwik8,bpe_16000,196
enwik8,bpe_16000,211
enwik8,bpe_16000,213
enwik8,bpe_16000,218
enwik8,bpe_16000,224
enwik8,bpe_16000,183
enwik8,bpe_16000,203
enwik8,bpe_16000,240
enwik8,bpe_16000,211
enwik8,bpe_16000,212
enwik8,bpe_16000,221
enwik8,bpe_16000,211
enwik8,bpe_16000,202
enwik8,bpe_16000,200
enwik8,bpe_16000,195
enwik8,bpe_16000,214
enwik8,bpe_16000,195
enwik8,bpe_16000,257
enwik8,bpe_16000,212
enwik8,bpe_16000,190
enwik8,bpe_16000,196
enwik8,bpe_16000,235
enwik8,bpe_16000,185
enwik8,bpe_16000,183
enwik8,bpe_16000,211
enwik8,bpe_16000,188
enwik8,bpe_16000,192
enwik8,bpe_16000,186
enwik8,bpe_16000,196
enwik8,bpe_16000,217
enwik8,bpe_16000,198
enwik8,bpe_16000,194
enwik8,bpe_16000,216
enwik8,bpe_16000,303
enwik8,bpe_16000,194
enwik8,bpe_16000,205
enwik8,bpe_16000,204
enwik8,bpe_16000,222
enwik8,bpe_16000,189
enwik8,bpe_16000,184
enwik8,bpe_16000,225
enwik8,bpe_16000,332
