dataset,tokenizer,sequence_length
wikitext103,bpe_8000,8
wikitext103,bpe_8000,11
wikitext103,bpe_8000,7
wikitext103,bpe_8000,95
wikitext103,bpe_8000,123
wikitext103,bpe_8000,1
wikitext103,bpe_8000,183
wikitext103,bpe_8000,1
wikitext103,bpe_8000,247
wikitext103,bpe_8000,163
wikitext103,bpe_8000,2
wikitext103,bpe_8000,210
wikitext103,bpe_8000,111
wikitext103,bpe_8000,70
wikitext103,bpe_8000,50
wikitext103,bpe_8000,109
wikitext103,bpe_8000,80
wikitext103,bpe_8000,2
wikitext103,bpe_8000,86
wikitext103,bpe_8000,3
wikitext103,bpe_8000,135
wikitext103,bpe_8000,290
wikitext103,bpe_8000,72
wikitext103,bpe_8000,3
wikitext103,bpe_8000,218
wikitext103,bpe_8000,1
wikitext103,bpe_8000,3
wikitext103,bpe_8000,262
wikitext103,bpe_8000,167
wikitext103,bpe_8000,153
wikitext103,bpe_8000,2
wikitext103,bpe_8000,240
wikitext103,bpe_8000,115
wikitext103,bpe_8000,54
wikitext103,bpe_8000,4
wikitext103,bpe_8000,267
wikitext103,bpe_8000,156
wikitext103,bpe_8000,7
wikitext103,bpe_8000,282
wikitext103,bpe_8000,163
wikitext103,bpe_8000,2
wikitext103,bpe_8000,74
wikitext103,bpe_8000,2
wikitext103,bpe_8000,171
wikitext103,bpe_8000,1
wikitext103,bpe_8000,132
wikitext103,bpe_8000,1
wikitext103,bpe_8000,159
wikitext103,bpe_8000,2
wikitext103,bpe_8000,13
wikitext103,bpe_8000,139
wikitext103,bpe_8000,2
wikitext103,bpe_8000,346
wikitext103,bpe_8000,1
wikitext103,bpe_8000,125
wikitext103,bpe_8000,1
wikitext103,bpe_8000,107
wikitext103,bpe_8000,1
wikitext103,bpe_8000,69
wikitext103,bpe_8000,3
wikitext103,bpe_8000,244
wikitext103,bpe_8000,190
wikitext103,bpe_8000,7
wikitext103,bpe_8000,115
wikitext103,bpe_8000,144
wikitext103,bpe_8000,153
wikitext103,bpe_8000,269
wikitext103,bpe_8000,1
wikitext103,bpe_8000,176
wikitext103,bpe_8000,142
wikitext103,bpe_8000,84
wikitext103,bpe_8000,114
wikitext103,bpe_8000,1
wikitext103,bpe_8000,1
wikitext103,bpe_8000,104
wikitext103,bpe_8000,2
wikitext103,bpe_8000,126
wikitext103,bpe_8000,1
wikitext103,bpe_8000,183
wikitext103,bpe_8000,1
wikitext103,bpe_8000,53
wikitext103,bpe_8000,3
wikitext103,bpe_8000,7
wikitext103,bpe_8000,123
wikitext103,bpe_8000,2
wikitext103,bpe_8000,103
wikitext103,bpe_8000,1
wikitext103,bpe_8000,191
wikitext103,bpe_8000,282
wikitext103,bpe_8000,100
wikitext103,bpe_8000,2
wikitext103,bpe_8000,108
wikitext103,bpe_8000,5
wikitext103,bpe_8000,8
wikitext103,bpe_8000,1
wikitext103,bpe_8000,190
wikitext103,bpe_8000,1
wikitext103,bpe_8000,101
wikitext103,bpe_8000,6
wikitext103,bpe_8000,100
wikitext103,bpe_8000,70
wikitext103,bpe_8000,3
wikitext103,bpe_8000,94
wikitext103,bpe_8000,2
wikitext103,bpe_8000,65
wikitext103,bpe_8000,193
wikitext103,bpe_8000,5
wikitext103,bpe_8000,133
wikitext103,bpe_8000,231
wikitext103,bpe_8000,1
wikitext103,bpe_8000,140
wikitext103,bpe_8000,108
wikitext103,bpe_8000,144
wikitext103,bpe_8000,1
wikitext103,bpe_8000,282
wikitext103,bpe_8000,324
wikitext103,bpe_8000,151
wikitext103,bpe_8000,4
wikitext103,bpe_8000,127
wikitext103,bpe_8000,13
wikitext103,bpe_8000,104
wikitext103,bpe_8000,139
wikitext103,bpe_8000,100
wikitext103,bpe_8000,3
wikitext103,bpe_8000,267
wikitext103,bpe_8000,226
wikitext103,bpe_8000,142
wikitext103,bpe_8000,1
wikitext103,bpe_8000,194
wikitext103,bpe_8000,122
wikitext103,bpe_8000,1
wikitext103,bpe_8000,1
wikitext103,bpe_8000,71
wikitext103,bpe_8000,1
wikitext103,bpe_8000,249
wikitext103,bpe_8000,210
wikitext103,bpe_8000,9
wikitext103,bpe_8000,53
wikitext103,bpe_8000,40
wikitext103,bpe_8000,70
wikitext103,bpe_8000,158
wikitext103,bpe_8000,2
wikitext103,bpe_8000,132
wikitext103,bpe_8000,85
wikitext103,bpe_8000,112
wikitext103,bpe_8000,129
wikitext103,bpe_8000,3
wikitext103,bpe_8000,108
wikitext103,bpe_8000,121
wikitext103,bpe_8000,131
wikitext103,bpe_8000,2
wikitext103,bpe_8000,57
wikitext103,bpe_8000,67
wikitext103,bpe_8000,29
wikitext103,bpe_8000,171
wikitext103,bpe_8000,79
wikitext103,bpe_8000,7
wikitext103,bpe_8000,73
wikitext103,bpe_8000,63
wikitext103,bpe_8000,88
wikitext103,bpe_8000,151
wikitext103,bpe_8000,7
wikitext103,bpe_8000,110
wikitext103,bpe_8000,145
wikitext103,bpe_8000,5
wikitext103,bpe_8000,149
wikitext103,bpe_8000,91
wikitext103,bpe_8000,113
wikitext103,bpe_8000,93
wikitext103,bpe_8000,81
wikitext103,bpe_8000,2
wikitext103,bpe_8000,133
wikitext103,bpe_8000,93
wikitext103,bpe_8000,93
wikitext103,bpe_8000,91
wikitext103,bpe_8000,5
wikitext103,bpe_8000,136
wikitext103,bpe_8000,188
wikitext103,bpe_8000,2
wikitext103,bpe_8000,4
wikitext103,bpe_8000,181
wikitext103,bpe_8000,174
wikitext103,bpe_8000,204
wikitext103,bpe_8000,3
wikitext103,bpe_8000,200
wikitext103,bpe_8000,195
wikitext103,bpe_8000,186
wikitext103,bpe_8000,4
wikitext103,bpe_8000,189
wikitext103,bpe_8000,220
wikitext103,bpe_8000,155
wikitext103,bpe_8000,130
wikitext103,bpe_8000,1
wikitext103,bpe_8000,4
wikitext103,bpe_8000,195
wikitext103,bpe_8000,154
wikitext103,bpe_8000,153
wikitext103,bpe_8000,5
wikitext103,bpe_8000,147
wikitext103,bpe_8000,100
wikitext103,bpe_8000,151
wikitext103,bpe_8000,3
wikitext103,bpe_8000,2
wikitext103,bpe_8000,143
wikitext103,bpe_8000,6
wikitext103,bpe_8000,173
wikitext103,bpe_8000,1
wikitext103,bpe_8000,106
wikitext103,bpe_8000,185
wikitext103,bpe_8000,194
wikitext103,bpe_8000,29
wikitext103,bpe_8000,27
wikitext103,bpe_8000,6
wikitext103,bpe_8000,39
wikitext103,bpe_8000,5
wikitext103,bpe_8000,5
wikitext103,bpe_8000,3
wikitext103,bpe_8000,7
wikitext103,bpe_8000,3
wikitext103,bpe_8000,3
wikitext103,bpe_8000,4
wikitext103,bpe_8000,3
wikitext103,bpe_8000,4
wikitext103,bpe_8000,3
wikitext103,bpe_8000,3
wikitext103,bpe_8000,4
wikitext103,bpe_8000,2
wikitext103,bpe_8000,2
wikitext103,bpe_8000,3
wikitext103,bpe_8000,7
wikitext103,bpe_8000,5
wikitext103,bpe_8000,3
wikitext103,bpe_8000,3
wikitext103,bpe_8000,7
wikitext103,bpe_8000,2
wikitext103,bpe_8000,64
wikitext103,bpe_8000,4
wikitext103,bpe_8000,22
wikitext103,bpe_8000,9
wikitext103,bpe_8000,6
wikitext103,bpe_8000,14
wikitext103,bpe_8000,12
wikitext103,bpe_8000,11
wikitext103,bpe_8000,7
wikitext103,bpe_8000,4
wikitext103,bpe_8000,12
wikitext103,bpe_8000,5
wikitext103,bpe_8000,12
wikitext103,bpe_8000,5
wikitext103,bpe_8000,189
wikitext103,bpe_8000,2
wikitext103,bpe_8000,226
wikitext103,bpe_8000,147
wikitext103,bpe_8000,214
wikitext103,bpe_8000,4
wikitext103,bpe_8000,281
wikitext103,bpe_8000,81
wikitext103,bpe_8000,6
wikitext103,bpe_8000,157
wikitext103,bpe_8000,55
wikitext103,bpe_8000,1
wikitext103,bpe_8000,194
wikitext103,bpe_8000,95
wikitext103,bpe_8000,1
wikitext103,bpe_8000,159
wikitext103,bpe_8000,3
wikitext103,bpe_8000,130
wikitext103,bpe_8000,128
wikitext103,bpe_8000,207
wikitext103,bpe_8000,84
wikitext103,bpe_8000,4
wikitext103,bpe_8000,75
wikitext103,bpe_8000,69
wikitext103,bpe_8000,93
wikitext103,bpe_8000,1
wikitext103,bpe_8000,137
wikitext103,bpe_8000,3
wikitext103,bpe_8000,72
wikitext103,bpe_8000,188
wikitext103,bpe_8000,121
wikitext103,bpe_8000,3
wikitext103,bpe_8000,274
wikitext103,bpe_8000,5
wikitext103,bpe_8000,116
wikitext103,bpe_8000,83
wikitext103,bpe_8000,174
wikitext103,bpe_8000,1
wikitext103,bpe_8000,3
wikitext103,bpe_8000,210
wikitext103,bpe_8000,167
wikitext103,bpe_8000,192
wikitext103,bpe_8000,2
wikitext103,bpe_8000,321
wikitext103,bpe_8000,217
wikitext103,bpe_8000,277
wikitext103,bpe_8000,11
wikitext103,bpe_8000,66
wikitext103,bpe_8000,223
wikitext103,bpe_8000,147
wikitext103,bpe_8000,124
wikitext103,bpe_8000,299
wikitext103,bpe_8000,72
wikitext103,bpe_8000,3
wikitext103,bpe_8000,262
wikitext103,bpe_8000,181
wikitext103,bpe_8000,5
wikitext103,bpe_8000,47
wikitext103,bpe_8000,185
wikitext103,bpe_8000,205
wikitext103,bpe_8000,101
wikitext103,bpe_8000,5
wikitext103,bpe_8000,185
wikitext103,bpe_8000,4
wikitext103,bpe_8000,116
wikitext103,bpe_8000,107
wikitext103,bpe_8000,5
wikitext103,bpe_8000,94
wikitext103,bpe_8000,178
wikitext103,bpe_8000,90
wikitext103,bpe_8000,116
wikitext103,bpe_8000,4
wikitext103,bpe_8000,4
wikitext103,bpe_8000,80
wikitext103,bpe_8000,189
wikitext103,bpe_8000,103
wikitext103,bpe_8000,12
wikitext103,bpe_8000,152
wikitext103,bpe_8000,209
wikitext103,bpe_8000,1
wikitext103,bpe_8000,145
wikitext103,bpe_8000,281
wikitext103,bpe_8000,150
wikitext103,bpe_8000,5
wikitext103,bpe_8000,212
wikitext103,bpe_8000,117
wikitext103,bpe_8000,211
wikitext103,bpe_8000,1
wikitext103,bpe_8000,2
wikitext103,bpe_8000,199
wikitext103,bpe_8000,3
wikitext103,bpe_8000,45
wikitext103,bpe_8000,28
wikitext103,bpe_8000,54
wikitext103,bpe_8000,32
wikitext103,bpe_8000,119
wikitext103,bpe_8000,23
wikitext103,bpe_8000,50
wikitext103,bpe_8000,48
wikitext103,bpe_8000,28
wikitext103,bpe_8000,25
wikitext103,bpe_8000,2
wikitext103,bpe_8000,149
wikitext103,bpe_8000,4
wikitext103,bpe_8000,6
wikitext103,bpe_8000,76
wikitext103,bpe_8000,4
wikitext103,bpe_8000,142
wikitext103,bpe_8000,141
wikitext103,bpe_8000,240
wikitext103,bpe_8000,4
wikitext103,bpe_8000,115
wikitext103,bpe_8000,183
wikitext103,bpe_8000,1
wikitext103,bpe_8000,106
wikitext103,bpe_8000,1
wikitext103,bpe_8000,182
wikitext103,bpe_8000,1
wikitext103,bpe_8000,273
wikitext103,bpe_8000,5
wikitext103,bpe_8000,129
wikitext103,bpe_8000,248
wikitext103,bpe_8000,107
wikitext103,bpe_8000,1
wikitext103,bpe_8000,69
wikitext103,bpe_8000,102
wikitext103,bpe_8000,203
wikitext103,bpe_8000,193
wikitext103,bpe_8000,1
wikitext103,bpe_8000,163
wikitext103,bpe_8000,122
wikitext103,bpe_8000,145
wikitext103,bpe_8000,17
wikitext103,bpe_8000,1
wikitext103,bpe_8000,151
wikitext103,bpe_8000,149
wikitext103,bpe_8000,102
wikitext103,bpe_8000,3
wikitext103,bpe_8000,5
wikitext103,bpe_8000,113
wikitext103,bpe_8000,94
wikitext103,bpe_8000,164
wikitext103,bpe_8000,4
wikitext103,bpe_8000,63
wikitext103,bpe_8000,5
wikitext103,bpe_8000,95
wikitext103,bpe_8000,92
wikitext103,bpe_8000,4
wikitext103,bpe_8000,213
wikitext103,bpe_8000,3
wikitext103,bpe_8000,99
wikitext103,bpe_8000,6
wikitext103,bpe_8000,123
wikitext103,bpe_8000,3
wikitext103,bpe_8000,17
wikitext103,bpe_8000,4
wikitext103,bpe_8000,4
wikitext103,bpe_8000,4
wikitext103,bpe_8000,4
wikitext103,bpe_8000,4
wikitext103,bpe_8000,4
wikitext103,bpe_8000,20
wikitext103,bpe_8000,4
wikitext103,bpe_8000,4
wikitext103,bpe_8000,4
wikitext103,bpe_8000,4
wikitext103,bpe_8000,4
wikitext103,bpe_8000,4
wikitext103,bpe_8000,17
wikitext103,bpe_8000,4
wikitext103,bpe_8000,4
wikitext103,bpe_8000,4
wikitext103,bpe_8000,41
wikitext103,bpe_8000,12
wikitext103,bpe_8000,12
wikitext103,bpe_8000,11
wikitext103,bpe_8000,11
wikitext103,bpe_8000,11
wikitext103,bpe_8000,40
wikitext103,bpe_8000,10
wikitext103,bpe_8000,10
wikitext103,bpe_8000,10
wikitext103,bpe_8000,10
wikitext103,bpe_8000,32
wikitext103,bpe_8000,3
wikitext103,bpe_8000,89
wikitext103,bpe_8000,15
wikitext103,bpe_8000,1
wikitext103,bpe_8000,10
wikitext103,bpe_8000,106
wikitext103,bpe_8000,217
wikitext103,bpe_8000,71
wikitext103,bpe_8000,125
wikitext103,bpe_8000,6
wikitext103,bpe_8000,93
wikitext103,bpe_8000,471
wikitext103,bpe_8000,254
wikitext103,bpe_8000,172
wikitext103,bpe_8000,8
wikitext103,bpe_8000,169
wikitext103,bpe_8000,78
wikitext103,bpe_8000,7
wikitext103,bpe_8000,50
wikitext103,bpe_8000,133
wikitext103,bpe_8000,145
wikitext103,bpe_8000,46
wikitext103,bpe_8000,104
wikitext103,bpe_8000,19
wikitext103,bpe_8000,7
wikitext103,bpe_8000,195
wikitext103,bpe_8000,41
wikitext103,bpe_8000,101
wikitext103,bpe_8000,86
wikitext103,bpe_8000,77
wikitext103,bpe_8000,7
wikitext103,bpe_8000,55
wikitext103,bpe_8000,116
wikitext103,bpe_8000,77
wikitext103,bpe_8000,9
wikitext103,bpe_8000,48
wikitext103,bpe_8000,95
wikitext103,bpe_8000,11
wikitext103,bpe_8000,225
wikitext103,bpe_8000,174
wikitext103,bpe_8000,245
wikitext103,bpe_8000,356
wikitext103,bpe_8000,7
wikitext103,bpe_8000,124
wikitext103,bpe_8000,45
wikitext103,bpe_8000,48
wikitext103,bpe_8000,258
wikitext103,bpe_8000,63
wikitext103,bpe_8000,88
wikitext103,bpe_8000,119
wikitext103,bpe_8000,9
wikitext103,bpe_8000,101
wikitext103,bpe_8000,5
wikitext103,bpe_8000,122
wikitext103,bpe_8000,96
wikitext103,bpe_8000,51
wikitext103,bpe_8000,159
wikitext103,bpe_8000,97
wikitext103,bpe_8000,20
wikitext103,bpe_8000,46
wikitext103,bpe_8000,2
wikitext103,bpe_8000,145
wikitext103,bpe_8000,11
wikitext103,bpe_8000,69
wikitext103,bpe_8000,91
wikitext103,bpe_8000,127
wikitext103,bpe_8000,1
wikitext103,bpe_8000,136
wikitext103,bpe_8000,1
wikitext103,bpe_8000,119
wikitext103,bpe_8000,120
wikitext103,bpe_8000,2
wikitext103,bpe_8000,11
wikitext103,bpe_8000,2
wikitext103,bpe_8000,138
wikitext103,bpe_8000,96
wikitext103,bpe_8000,102
wikitext103,bpe_8000,55
wikitext103,bpe_8000,2
wikitext103,bpe_8000,1
wikitext103,bpe_8000,90
wikitext103,bpe_8000,113
wikitext103,bpe_8000,150
wikitext103,bpe_8000,2
wikitext103,bpe_8000,160
wikitext103,bpe_8000,118
wikitext103,bpe_8000,120
wikitext103,bpe_8000,146
wikitext103,bpe_8000,182
wikitext103,bpe_8000,107
wikitext103,bpe_8000,1
wikitext103,bpe_8000,2
wikitext103,bpe_8000,108
wikitext103,bpe_8000,186
wikitext103,bpe_8000,149
wikitext103,bpe_8000,166
wikitext103,bpe_8000,1
wikitext103,bpe_8000,100
wikitext103,bpe_8000,102
wikitext103,bpe_8000,149
wikitext103,bpe_8000,165
wikitext103,bpe_8000,136
wikitext103,bpe_8000,159
wikitext103,bpe_8000,3
wikitext103,bpe_8000,100
wikitext103,bpe_8000,89
wikitext103,bpe_8000,201
wikitext103,bpe_8000,144
wikitext103,bpe_8000,129
wikitext103,bpe_8000,75
wikitext103,bpe_8000,112
wikitext103,bpe_8000,3
wikitext103,bpe_8000,81
wikitext103,bpe_8000,122
wikitext103,bpe_8000,126
wikitext103,bpe_8000,162
wikitext103,bpe_8000,170
wikitext103,bpe_8000,147
wikitext103,bpe_8000,75
wikitext103,bpe_8000,76
wikitext103,bpe_8000,7
wikitext103,bpe_8000,3
wikitext103,bpe_8000,19
wikitext103,bpe_8000,24
wikitext103,bpe_8000,2
wikitext103,bpe_8000,18
wikitext103,bpe_8000,39
wikitext103,bpe_8000,56
wikitext103,bpe_8000,7
wikitext103,bpe_8000,161
wikitext103,bpe_8000,51
wikitext103,bpe_8000,114
wikitext103,bpe_8000,1
wikitext103,bpe_8000,264
wikitext103,bpe_8000,215
wikitext103,bpe_8000,92
wikitext103,bpe_8000,101
wikitext103,bpe_8000,223
wikitext103,bpe_8000,142
wikitext103,bpe_8000,1
wikitext103,bpe_8000,2
wikitext103,bpe_8000,48
wikitext103,bpe_8000,1
wikitext103,bpe_8000,116
wikitext103,bpe_8000,153
wikitext103,bpe_8000,297
wikitext103,bpe_8000,199
wikitext103,bpe_8000,1
wikitext103,bpe_8000,154
wikitext103,bpe_8000,109
wikitext103,bpe_8000,279
wikitext103,bpe_8000,1
wikitext103,bpe_8000,84
wikitext103,bpe_8000,346
wikitext103,bpe_8000,140
wikitext103,bpe_8000,153
wikitext103,bpe_8000,4
wikitext103,bpe_8000,12
wikitext103,bpe_8000,12
wikitext103,bpe_8000,13
wikitext103,bpe_8000,6
wikitext103,bpe_8000,12
wikitext103,bpe_8000,15
wikitext103,bpe_8000,17
wikitext103,bpe_8000,11
wikitext103,bpe_8000,1
wikitext103,bpe_8000,181
wikitext103,bpe_8000,195
wikitext103,bpe_8000,235
wikitext103,bpe_16000,4
wikitext103,bpe_16000,186
wikitext103,bpe_16000,187
wikitext103,bpe_16000,1
wikitext103,bpe_16000,3
wikitext103,bpe_16000,151
wikitext103,bpe_16000,227
wikitext103,bpe_16000,3
wikitext103,bpe_16000,207
wikitext103,bpe_16000,249
wikitext103,bpe_16000,2
wikitext103,bpe_16000,1
wikitext103,bpe_16000,1
wikitext103,bpe_16000,1
wikitext103,bpe_16000,2
wikitext103,bpe_16000,112
wikitext103,bpe_16000,113
wikitext103,bpe_16000,1
wikitext103,bpe_16000,200
wikitext103,bpe_16000,2
wikitext103,bpe_16000,97
wikitext103,bpe_16000,59
wikitext103,bpe_16000,62
wikitext103,bpe_16000,133
wikitext103,bpe_16000,68
wikitext103,bpe_16000,139
wikitext103,bpe_16000,186
wikitext103,bpe_16000,67
wikitext103,bpe_16000,1
wikitext103,bpe_16000,200
wikitext103,bpe_16000,29
wikitext103,bpe_16000,97
wikitext103,bpe_16000,177
wikitext103,bpe_16000,24
wikitext103,bpe_16000,59
wikitext103,bpe_16000,3
wikitext103,bpe_16000,195
wikitext103,bpe_16000,2
wikitext103,bpe_16000,176
wikitext103,bpe_16000,86
wikitext103,bpe_16000,48
wikitext103,bpe_16000,58
wikitext103,bpe_16000,1
wikitext103,bpe_16000,26
wikitext103,bpe_16000,1
wikitext103,bpe_16000,108
wikitext103,bpe_16000,76
wikitext103,bpe_16000,2
wikitext103,bpe_16000,100
wikitext103,bpe_16000,77
wikitext103,bpe_16000,85
wikitext103,bpe_16000,3
wikitext103,bpe_16000,264
wikitext103,bpe_16000,114
wikitext103,bpe_16000,32
wikitext103,bpe_16000,83
wikitext103,bpe_16000,1
wikitext103,bpe_16000,76
wikitext103,bpe_16000,98
wikitext103,bpe_16000,140
wikitext103,bpe_16000,260
wikitext103,bpe_16000,134
wikitext103,bpe_16000,66
wikitext103,bpe_16000,4
wikitext103,bpe_16000,74
wikitext103,bpe_16000,322
wikitext103,bpe_16000,258
wikitext103,bpe_16000,1
wikitext103,bpe_16000,229
wikitext103,bpe_16000,124
wikitext103,bpe_16000,36
wikitext103,bpe_16000,7
wikitext103,bpe_16000,142
wikitext103,bpe_16000,140
wikitext103,bpe_16000,126
wikitext103,bpe_16000,50
wikitext103,bpe_16000,3
wikitext103,bpe_16000,164
wikitext103,bpe_16000,160
wikitext103,bpe_16000,3
wikitext103,bpe_16000,210
wikitext103,bpe_16000,226
wikitext103,bpe_16000,2
wikitext103,bpe_16000,234
wikitext103,bpe_16000,218
wikitext103,bpe_16000,2
wikitext103,bpe_16000,98
wikitext103,bpe_16000,195
wikitext103,bpe_16000,132
wikitext103,bpe_16000,152
wikitext103,bpe_16000,2
wikitext103,bpe_16000,248
wikitext103,bpe_16000,2
wikitext103,bpe_16000,2
wikitext103,bpe_16000,8
wikitext103,bpe_16000,8
wikitext103,bpe_16000,3
wikitext103,bpe_16000,16
wikitext103,bpe_16000,6
wikitext103,bpe_16000,7
wikitext103,bpe_16000,10
wikitext103,bpe_16000,7
wikitext103,bpe_16000,8
wikitext103,bpe_16000,4
wikitext103,bpe_16000,15
wikitext103,bpe_16000,11
wikitext103,bpe_16000,1
wikitext103,bpe_16000,1
wikitext103,bpe_16000,2
wikitext103,bpe_16000,4
wikitext103,bpe_16000,112
wikitext103,bpe_16000,222
wikitext103,bpe_16000,1
wikitext103,bpe_16000,97
wikitext103,bpe_16000,197
wikitext103,bpe_16000,127
wikitext103,bpe_16000,153
wikitext103,bpe_16000,3
wikitext103,bpe_16000,380
wikitext103,bpe_16000,118
wikitext103,bpe_16000,168
wikitext103,bpe_16000,2
wikitext103,bpe_16000,358
wikitext103,bpe_16000,198
wikitext103,bpe_16000,1
wikitext103,bpe_16000,174
wikitext103,bpe_16000,166
wikitext103,bpe_16000,325
wikitext103,bpe_16000,175
wikitext103,bpe_16000,248
wikitext103,bpe_16000,1
wikitext103,bpe_16000,228
wikitext103,bpe_16000,204
wikitext103,bpe_16000,5
wikitext103,bpe_16000,261
wikitext103,bpe_16000,1
wikitext103,bpe_16000,137
wikitext103,bpe_16000,5
wikitext103,bpe_16000,242
wikitext103,bpe_16000,2
wikitext103,bpe_16000,217
wikitext103,bpe_16000,3
wikitext103,bpe_16000,231
wikitext103,bpe_16000,220
wikitext103,bpe_16000,76
wikitext103,bpe_16000,2
wikitext103,bpe_16000,156
wikitext103,bpe_16000,164
wikitext103,bpe_16000,1
wikitext103,bpe_16000,1
wikitext103,bpe_16000,348
wikitext103,bpe_16000,3
wikitext103,bpe_16000,108
wikitext103,bpe_16000,171
wikitext103,bpe_16000,91
wikitext103,bpe_16000,117
wikitext103,bpe_16000,6
wikitext103,bpe_16000,311
wikitext103,bpe_16000,202
wikitext103,bpe_16000,250
wikitext103,bpe_16000,169
wikitext103,bpe_16000,239
wikitext103,bpe_16000,208
wikitext103,bpe_16000,2
wikitext103,bpe_16000,159
wikitext103,bpe_16000,104
wikitext103,bpe_16000,2
wikitext103,bpe_16000,237
wikitext103,bpe_16000,107
wikitext103,bpe_16000,1
wikitext103,bpe_16000,258
wikitext103,bpe_16000,222
wikitext103,bpe_16000,78
wikitext103,bpe_16000,182
wikitext103,bpe_16000,77
wikitext103,bpe_16000,2
wikitext103,bpe_16000,120
wikitext103,bpe_16000,98
wikitext103,bpe_16000,218
wikitext103,bpe_16000,112
wikitext103,bpe_16000,109
wikitext103,bpe_16000,1
wikitext103,bpe_16000,111
wikitext103,bpe_16000,4
wikitext103,bpe_16000,151
wikitext103,bpe_16000,139
wikitext103,bpe_16000,46
wikitext103,bpe_16000,2
wikitext103,bpe_16000,275
wikitext103,bpe_16000,223
wikitext103,bpe_16000,3
wikitext103,bpe_16000,162
wikitext103,bpe_16000,291
wikitext103,bpe_16000,226
wikitext103,bpe_16000,261
wikitext103,bpe_16000,317
wikitext103,bpe_16000,134
wikitext103,bpe_16000,201
wikitext103,bpe_16000,1
wikitext103,bpe_16000,26
wikitext103,bpe_16000,109
wikitext103,bpe_16000,8
wikitext103,bpe_16000,108
wikitext103,bpe_16000,104
wikitext103,bpe_16000,88
wikitext103,bpe_16000,1
wikitext103,bpe_16000,4
wikitext103,bpe_16000,235
wikitext103,bpe_16000,323
wikitext103,bpe_16000,2
wikitext103,bpe_16000,138
wikitext103,bpe_16000,121
wikitext103,bpe_16000,1
wikitext103,bpe_16000,192
wikitext103,bpe_16000,115
wikitext103,bpe_16000,183
wikitext103,bpe_16000,4
wikitext103,bpe_16000,182
wikitext103,bpe_16000,133
wikitext103,bpe_16000,133
wikitext103,bpe_16000,90
wikitext103,bpe_16000,138
wikitext103,bpe_16000,3
wikitext103,bpe_16000,110
wikitext103,bpe_16000,120
wikitext103,bpe_16000,175
wikitext103,bpe_16000,145
wikitext103,bpe_16000,112
wikitext103,bpe_16000,161
wikitext103,bpe_16000,102
wikitext103,bpe_16000,159
wikitext103,bpe_16000,270
wikitext103,bpe_16000,4
wikitext103,bpe_16000,232
wikitext103,bpe_16000,94
wikitext103,bpe_16000,162
wikitext103,bpe_16000,95
wikitext103,bpe_16000,158
wikitext103,bpe_16000,244
wikitext103,bpe_16000,4
wikitext103,bpe_16000,227
wikitext103,bpe_16000,125
wikitext103,bpe_16000,180
wikitext103,bpe_16000,218
wikitext103,bpe_16000,1
wikitext103,bpe_16000,168
wikitext103,bpe_16000,150
wikitext103,bpe_16000,197
wikitext103,bpe_16000,96
wikitext103,bpe_16000,3
wikitext103,bpe_16000,125
wikitext103,bpe_16000,185
wikitext103,bpe_16000,204
wikitext103,bpe_16000,7
wikitext103,bpe_16000,196
wikitext103,bpe_16000,160
wikitext103,bpe_16000,143
wikitext103,bpe_16000,200
wikitext103,bpe_16000,221
wikitext103,bpe_16000,251
wikitext103,bpe_16000,110
wikitext103,bpe_16000,1
wikitext103,bpe_16000,142
wikitext103,bpe_16000,144
wikitext103,bpe_16000,186
wikitext103,bpe_16000,102
wikitext103,bpe_16000,5
wikitext103,bpe_16000,156
wikitext103,bpe_16000,120
wikitext103,bpe_16000,196
wikitext103,bpe_16000,5
wikitext103,bpe_16000,80
wikitext103,bpe_16000,101
wikitext103,bpe_16000,262
wikitext103,bpe_16000,146
wikitext103,bpe_16000,293
wikitext103,bpe_16000,194
wikitext103,bpe_16000,119
wikitext103,bpe_16000,5
wikitext103,bpe_16000,184
wikitext103,bpe_16000,144
wikitext103,bpe_16000,135
wikitext103,bpe_16000,46
wikitext103,bpe_16000,3
wikitext103,bpe_16000,149
wikitext103,bpe_16000,1
wikitext103,bpe_16000,111
wikitext103,bpe_16000,134
wikitext103,bpe_16000,168
wikitext103,bpe_16000,3
wikitext103,bpe_16000,67
wikitext103,bpe_16000,91
wikitext103,bpe_16000,1
wikitext103,bpe_16000,11
wikitext103,bpe_16000,139
wikitext103,bpe_16000,183
wikitext103,bpe_16000,9
wikitext103,bpe_16000,177
wikitext103,bpe_16000,106
wikitext103,bpe_16000,171
wikitext103,bpe_16000,8
wikitext103,bpe_16000,127
wikitext103,bpe_16000,14
wikitext103,bpe_16000,230
wikitext103,bpe_16000,315
wikitext103,bpe_16000,75
wikitext103,bpe_16000,59
wikitext103,bpe_16000,1
wikitext103,bpe_16000,3
wikitext103,bpe_16000,155
wikitext103,bpe_16000,68
wikitext103,bpe_16000,1
wikitext103,bpe_16000,142
wikitext103,bpe_16000,2
wikitext103,bpe_16000,17
wikitext103,bpe_16000,17
wikitext103,bpe_16000,12
wikitext103,bpe_16000,15
wikitext103,bpe_16000,2
wikitext103,bpe_16000,15
wikitext103,bpe_16000,13
wikitext103,bpe_16000,18
wikitext103,bpe_16000,18
wikitext103,bpe_16000,18
wikitext103,bpe_16000,12
wikitext103,bpe_16000,10
wikitext103,bpe_16000,12
wikitext103,bpe_16000,7
wikitext103,bpe_16000,12
wikitext103,bpe_16000,9
