dataset,tokenizer,sequence_length
text8,bpe_8000,241
text8,bpe_8000,225
text8,bpe_8000,230
text8,bpe_8000,244
text8,bpe_8000,236
text8,bpe_8000,236
text8,bpe_8000,245
text8,bpe_8000,240
text8,bpe_8000,237
text8,bpe_8000,272
text8,bpe_8000,319
text8,bpe_8000,238
text8,bpe_8000,246
text8,bpe_8000,254
text8,bpe_8000,254
text8,bpe_8000,228
text8,bpe_8000,222
text8,bpe_8000,234
text8,bpe_8000,244
text8,bpe_8000,230
text8,bpe_8000,231
text8,bpe_8000,254
text8,bpe_8000,252
text8,bpe_8000,235
text8,bpe_8000,236
text8,bpe_8000,246
text8,bpe_8000,235
text8,bpe_8000,221
text8,bpe_8000,241
text8,bpe_8000,240
text8,bpe_8000,236
text8,bpe_8000,227
text8,bpe_8000,281
text8,bpe_8000,222
text8,bpe_8000,255
text8,bpe_8000,252
text8,bpe_8000,248
text8,bpe_8000,223
text8,bpe_8000,236
text8,bpe_8000,242
text8,bpe_8000,235
text8,bpe_8000,243
text8,bpe_8000,234
text8,bpe_8000,247
text8,bpe_8000,249
text8,bpe_8000,252
text8,bpe_8000,248
text8,bpe_8000,243
text8,bpe_8000,258
text8,bpe_8000,238
text8,bpe_8000,236
text8,bpe_8000,236
text8,bpe_8000,247
text8,bpe_8000,240
text8,bpe_8000,224
text8,bpe_8000,232
text8,bpe_8000,233
text8,bpe_8000,241
text8,bpe_8000,244
text8,bpe_8000,252
text8,bpe_8000,268
text8,bpe_8000,248
text8,bpe_8000,233
text8,bpe_8000,248
text8,bpe_8000,305
text8,bpe_8000,250
text8,bpe_8000,253
text8,bpe_8000,261
text8,bpe_8000,236
text8,bpe_8000,247
text8,bpe_8000,256
text8,bpe_8000,278
text8,bpe_8000,239
text8,bpe_8000,240
text8,bpe_8000,224
text8,bpe_8000,252
text8,bpe_8000,265
text8,bpe_8000,272
text8,bpe_8000,256
text8,bpe_8000,224
text8,bpe_8000,252
text8,bpe_8000,264
text8,bpe_8000,241
text8,bpe_8000,244
text8,bpe_8000,213
text8,bpe_8000,246
text8,bpe_8000,258
text8,bpe_8000,264
text8,bpe_8000,252
text8,bpe_8000,237
text8,bpe_8000,254
text8,bpe_8000,236
text8,bpe_8000,252
text8,bpe_8000,247
text8,bpe_8000,228
text8,bpe_8000,241
text8,bpe_8000,228
text8,bpe_8000,224
text8,bpe_8000,304
text8,bpe_8000,250
text8,bpe_8000,230
text8,bpe_8000,256
text8,bpe_8000,345
text8,bpe_8000,217
text8,bpe_8000,247
text8,bpe_8000,240
text8,bpe_8000,224
text8,bpe_8000,223
text8,bpe_8000,265
text8,bpe_8000,235
text8,bpe_8000,241
text8,bpe_8000,313
text8,bpe_8000,298
text8,bpe_8000,269
text8,bpe_8000,241
text8,bpe_8000,251
text8,bpe_8000,232
text8,bpe_8000,252
text8,bpe_8000,216
text8,bpe_8000,224
text8,bpe_8000,234
text8,bpe_8000,255
text8,bpe_8000,224
text8,bpe_8000,241
text8,bpe_8000,241
text8,bpe_8000,230
text8,bpe_8000,233
text8,bpe_8000,248
text8,bpe_8000,218
text8,bpe_8000,250
text8,bpe_8000,223
text8,bpe_8000,229
text8,bpe_8000,245
text8,bpe_8000,236
text8,bpe_8000,237
text8,bpe_8000,279
text8,bpe_8000,215
text8,bpe_8000,285
text8,bpe_8000,237
text8,bpe_8000,255
text8,bpe_8000,249
text8,bpe_8000,225
text8,bpe_8000,250
text8,bpe_8000,248
text8,bpe_8000,257
text8,bpe_8000,264
text8,bpe_8000,219
text8,bpe_8000,310
text8,bpe_8000,253
text8,bpe_8000,258
text8,bpe_8000,275
text8,bpe_8000,249
text8,bpe_8000,234
text8,bpe_8000,253
text8,bpe_8000,228
text8,bpe_8000,246
text8,bpe_8000,230
text8,bpe_8000,228
text8,bpe_8000,251
text8,bpe_8000,240
text8,bpe_8000,248
text8,bpe_8000,226
text8,bpe_8000,261
text8,bpe_8000,248
text8,bpe_8000,243
text8,bpe_8000,247
text8,bpe_8000,234
text8,bpe_8000,267
text8,bpe_8000,232
text8,bpe_8000,240
text8,bpe_8000,236
text8,bpe_8000,226
text8,bpe_8000,224
text8,bpe_8000,243
text8,bpe_8000,235
text8,bpe_8000,227
text8,bpe_8000,266
text8,bpe_8000,246
text8,bpe_8000,347
text8,bpe_8000,206
text8,bpe_8000,233
text8,bpe_8000,225
text8,bpe_8000,245
text8,bpe_8000,250
text8,bpe_8000,239
text8,bpe_8000,232
text8,bpe_8000,245
text8,bpe_8000,241
text8,bpe_8000,208
text8,bpe_8000,285
text8,bpe_8000,239
text8,bpe_8000,248
text8,bpe_8000,264
text8,bpe_8000,234
text8,bpe_8000,232
text8,bpe_8000,246
text8,bpe_8000,249
text8,bpe_8000,245
text8,bpe_8000,226
text8,bpe_8000,248
text8,bpe_8000,246
text8,bpe_8000,257
text8,bpe_8000,207
text8,bpe_8000,258
text8,bpe_8000,254
text8,bpe_8000,232
text8,bpe_8000,235
text8,bpe_8000,212
text8,bpe_8000,245
text8,bpe_8000,279
text8,bpe_8000,215
text8,bpe_8000,253
text8,bpe_8000,244
text8,bpe_8000,232
text8,bpe_8000,224
text8,bpe_8000,244
text8,bpe_8000,261
text8,bpe_8000,239
text8,bpe_8000,242
text8,bpe_8000,256
text8,bpe_8000,215
text8,bpe_8000,242
text8,bpe_8000,248
text8,bpe_8000,293
text8,bpe_8000,247
text8,bpe_8000,262
text8,bpe_8000,238
text8,bpe_8000,267
text8,bpe_8000,238
text8,bpe_8000,277
text8,bpe_8000,260
text8,bpe_8000,227
text8,bpe_8000,238
text8,bpe_8000,241
text8,bpe_8000,233
text8,bpe_8000,234
text8,bpe_8000,223
text8,bpe_8000,259
text8,bpe_8000,241
text8,bpe_8000,259
text8,bpe_8000,231
text8,bpe_8000,271
text8,bpe_8000,233
text8,bpe_8000,261
text8,bpe_8000,252
text8,bpe_8000,250
text8,bpe_8000,245
text8,bpe_8000,245
text8,bpe_8000,246
text8,bpe_8000,260
text8,bpe_8000,222
text8,bpe_8000,240
text8,bpe_8000,239
text8,bpe_8000,236
text8,bpe_8000,263
text8,bpe_8000,236
text8,bpe_8000,240
text8,bpe_8000,263
text8,bpe_8000,215
text8,bpe_8000,218
text8,bpe_8000,260
text8,bpe_8000,240
text8,bpe_8000,298
text8,bpe_8000,289
text8,bpe_8000,241
text8,bpe_8000,232
text8,bpe_8000,239
text8,bpe_8000,273
text8,bpe_8000,235
text8,bpe_8000,249
text8,bpe_8000,297
text8,bpe_8000,245
text8,bpe_8000,221
text8,bpe_8000,253
text8,bpe_8000,242
text8,bpe_8000,223
text8,bpe_8000,262
text8,bpe_8000,254
text8,bpe_8000,238
text8,bpe_8000,254
text8,bpe_8000,211
text8,bpe_8000,245
text8,bpe_8000,257
text8,bpe_8000,250
text8,bpe_8000,204
text8,bpe_8000,248
text8,bpe_8000,230
text8,bpe_8000,256
text8,bpe_8000,272
text8,bpe_8000,280
text8,bpe_8000,249
text8,bpe_8000,226
text8,bpe_8000,252
text8,bpe_8000,270
text8,bpe_8000,244
text8,bpe_8000,224
text8,bpe_8000,238
text8,bpe_8000,275
text8,bpe_8000,222
text8,bpe_8000,253
text8,bpe_8000,242
text8,bpe_8000,224
text8,bpe_8000,264
text8,bpe_8000,215
text8,bpe_8000,245
text8,bpe_8000,237
text8,bpe_8000,246
text8,bpe_8000,232
text8,bpe_8000,242
text8,bpe_8000,266
text8,bpe_8000,271
text8,bpe_8000,240
text8,bpe_8000,253
text8,bpe_8000,259
text8,bpe_8000,292
text8,bpe_8000,225
text8,bpe_8000,251
text8,bpe_8000,305
text8,bpe_8000,229
text8,bpe_8000,253
text8,bpe_8000,257
text8,bpe_8000,264
text8,bpe_8000,267
text8,bpe_8000,230
text8,bpe_8000,226
text8,bpe_8000,274
text8,bpe_8000,231
text8,bpe_8000,231
text8,bpe_8000,251
text8,bpe_8000,248
text8,bpe_8000,257
text8,bpe_8000,230
text8,bpe_8000,232
text8,bpe_8000,255
text8,bpe_8000,245
text8,bpe_8000,240
text8,bpe_8000,244
text8,bpe_8000,222
text8,bpe_8000,252
text8,bpe_8000,245
text8,bpe_8000,234
text8,bpe_8000,282
text8,bpe_8000,250
text8,bpe_8000,236
text8,bpe_8000,242
text8,bpe_8000,222
text8,bpe_8000,248
text8,bpe_8000,249
text8,bpe_8000,228
text8,bpe_8000,213
text8,bpe_8000,232
text8,bpe_8000,208
text8,bpe_8000,248
text8,bpe_8000,245
text8,bpe_8000,272
text8,bpe_8000,222
text8,bpe_8000,238
text8,bpe_8000,258
text8,bpe_8000,238
text8,bpe_8000,244
text8,bpe_8000,241
text8,bpe_8000,248
text8,bpe_8000,251
text8,bpe_8000,212
text8,bpe_8000,256
text8,bpe_8000,230
text8,bpe_8000,242
text8,bpe_8000,239
text8,bpe_8000,250
text8,bpe_8000,244
text8,bpe_8000,269
text8,bpe_8000,237
text8,bpe_8000,237
text8,bpe_8000,222
text8,bpe_8000,240
text8,bpe_8000,230
text8,bpe_8000,233
text8,bpe_8000,252
text8,bpe_8000,241
text8,bpe_8000,322
text8,bpe_8000,254
text8,bpe_8000,269
text8,bpe_8000,224
text8,bpe_8000,233
text8,bpe_8000,236
text8,bpe_8000,254
text8,bpe_8000,226
text8,bpe_8000,240
text8,bpe_8000,242
text8,bpe_8000,261
text8,bpe_8000,227
text8,bpe_8000,236
text8,bpe_8000,266
text8,bpe_8000,253
text8,bpe_8000,225
text8,bpe_8000,222
text8,bpe_8000,255
text8,bpe_8000,235
text8,bpe_8000,226
text8,bpe_8000,239
text8,bpe_8000,265
text8,bpe_8000,286
text8,bpe_8000,260
text8,bpe_8000,238
text8,bpe_8000,232
text8,bpe_8000,250
text8,bpe_8000,237
text8,bpe_8000,215
text8,bpe_8000,255
text8,bpe_8000,254
text8,bpe_8000,275
text8,bpe_8000,222
text8,bpe_8000,233
text8,bpe_8000,244
text8,bpe_8000,250
text8,bpe_8000,292
text8,bpe_8000,249
text8,bpe_8000,242
text8,bpe_8000,240
text8,bpe_8000,254
text8,bpe_8000,269
text8,bpe_8000,256
text8,bpe_8000,238
text8,bpe_8000,245
text8,bpe_8000,231
text8,bpe_8000,244
text8,bpe_8000,269
text8,bpe_8000,248
text8,bpe_8000,231
text8,bpe_8000,249
text8,bpe_8000,253
text8,bpe_8000,304
text8,bpe_8000,241
text8,bpe_8000,245
text8,bpe_8000,246
text8,bpe_8000,277
text8,bpe_8000,248
text8,bpe_8000,238
text8,bpe_8000,249
text8,bpe_8000,239
text8,bpe_8000,276
text8,bpe_8000,239
text8,bpe_8000,265
text8,bpe_8000,236
text8,bpe_8000,233
text8,bpe_8000,255
text8,bpe_8000,240
text8,bpe_8000,277
text8,bpe_8000,239
text8,bpe_8000,223
text8,bpe_8000,257
text8,bpe_8000,240
text8,bpe_8000,255
text8,bpe_8000,244
text8,bpe_8000,251
text8,bpe_8000,247
text8,bpe_8000,253
text8,bpe_8000,247
text8,bpe_8000,227
text8,bpe_8000,230
text8,bpe_8000,241
text8,bpe_8000,277
text8,bpe_8000,245
text8,bpe_8000,225
text8,bpe_8000,231
text8,bpe_8000,255
text8,bpe_8000,214
text8,bpe_8000,247
text8,bpe_8000,227
text8,bpe_8000,273
text8,bpe_8000,267
text8,bpe_8000,260
text8,bpe_8000,239
text8,bpe_8000,273
text8,bpe_8000,254
text8,bpe_8000,237
text8,bpe_8000,258
text8,bpe_8000,274
text8,bpe_8000,239
text8,bpe_8000,258
text8,bpe_8000,253
text8,bpe_8000,244
text8,bpe_8000,249
text8,bpe_8000,239
text8,bpe_8000,251
text8,bpe_8000,237
text8,bpe_8000,249
text8,bpe_8000,254
text8,bpe_8000,242
text8,bpe_8000,273
text8,bpe_8000,270
text8,bpe_8000,237
text8,bpe_8000,234
text8,bpe_8000,245
text8,bpe_8000,231
text8,bpe_8000,260
text8,bpe_8000,224
text8,bpe_8000,245
text8,bpe_8000,240
text8,bpe_8000,226
text8,bpe_8000,252
text8,bpe_8000,258
text8,bpe_8000,223
text8,bpe_8000,289
text8,bpe_8000,250
text8,bpe_8000,254
text8,bpe_8000,234
text8,bpe_8000,236
text8,bpe_8000,243
text8,bpe_8000,231
text8,bpe_8000,252
text8,bpe_8000,360
text8,bpe_8000,231
text8,bpe_8000,264
text8,bpe_8000,254
text8,bpe_8000,208
text8,bpe_8000,243
text8,bpe_8000,229
text8,bpe_8000,268
text8,bpe_8000,276
text8,bpe_8000,237
text8,bpe_8000,265
text8,bpe_8000,239
text8,bpe_8000,228
text8,bpe_8000,237
text8,bpe_8000,219
text8,bpe_8000,334
text8,bpe_8000,259
text8,bpe_8000,224
text8,bpe_8000,240
text8,bpe_8000,218
text8,bpe_8000,242
text8,bpe_8000,242
text8,bpe_8000,232
text8,bpe_8000,244
text8,bpe_8000,224
text8,bpe_8000,262
text8,bpe_8000,248
text8,bpe_8000,243
text8,bpe_8000,256
text8,bpe_8000,235
text8,bpe_8000,223
text8,bpe_8000,236
text8,bpe_8000,264
text8,bpe_8000,271
text8,bpe_8000,243
text8,bpe_8000,237
text8,bpe_8000,235
text8,bpe_8000,234
text8,bpe_8000,208
text8,bpe_8000,227
text8,bpe_8000,249
text8,bpe_8000,226
text8,bpe_8000,304
text8,bpe_8000,225
text8,bpe_8000,255
text8,bpe_8000,227
text8,bpe_8000,236
text8,bpe_8000,223
text8,bpe_8000,243
text8,bpe_8000,234
text8,bpe_8000,257
text8,bpe_8000,251
text8,bpe_8000,266
text8,bpe_8000,245
text8,bpe_8000,254
text8,bpe_8000,248
text8,bpe_8000,257
text8,bpe_8000,225
text8,bpe_8000,258
text8,bpe_8000,293
text8,bpe_8000,280
text8,bpe_8000,238
text8,bpe_8000,224
text8,bpe_8000,261
text8,bpe_8000,224
text8,bpe_8000,234
text8,bpe_8000,228
text8,bpe_8000,243
text8,bpe_8000,230
text8,bpe_8000,251
text8,bpe_8000,255
text8,bpe_8000,256
text8,bpe_8000,270
text8,bpe_8000,246
text8,bpe_8000,266
text8,bpe_8000,240
text8,bpe_8000,260
text8,bpe_8000,225
text8,bpe_8000,249
text8,bpe_8000,223
text8,bpe_8000,273
text8,bpe_8000,252
text8,bpe_8000,429
text8,bpe_8000,245
text8,bpe_8000,236
text8,bpe_8000,245
text8,bpe_8000,218
text8,bpe_8000,222
text8,bpe_8000,259
text8,bpe_8000,249
text8,bpe_8000,248
text8,bpe_8000,220
text8,bpe_8000,243
text8,bpe_8000,247
text8,bpe_8000,265
text8,bpe_8000,251
text8,bpe_8000,229
text8,bpe_8000,215
text8,bpe_8000,250
text8,bpe_8000,227
text8,bpe_8000,225
text8,bpe_8000,204
text8,bpe_8000,256
text8,bpe_8000,255
text8,bpe_8000,251
text8,bpe_8000,233
text8,bpe_8000,244
text8,bpe_8000,247
text8,bpe_8000,243
text8,bpe_8000,233
text8,bpe_8000,242
text8,bpe_8000,363
text8,bpe_8000,253
text8,bpe_8000,266
text8,bpe_8000,243
text8,bpe_8000,239
text8,bpe_8000,274
text8,bpe_8000,239
text8,bpe_8000,227
text8,bpe_8000,240
text8,bpe_8000,264
text8,bpe_8000,302
text8,bpe_8000,216
text8,bpe_8000,239
text8,bpe_8000,305
text8,bpe_8000,228
text8,bpe_8000,242
text8,bpe_8000,253
text8,bpe_8000,272
text8,bpe_8000,247
text8,bpe_8000,229
text8,bpe_8000,263
text8,bpe_8000,241
text8,bpe_8000,243
text8,bpe_8000,252
text8,bpe_8000,231
text8,bpe_8000,232
text8,bpe_8000,236
text8,bpe_8000,248
text8,bpe_8000,248
text8,bpe_8000,242
text8,bpe_8000,229
text8,bpe_8000,249
text8,bpe_8000,231
text8,bpe_8000,253
text8,bpe_8000,305
text8,bpe_8000,221
text8,bpe_8000,218
text8,bpe_8000,235
text8,bpe_8000,270
text8,bpe_8000,292
text8,bpe_8000,241
text8,bpe_8000,265
text8,bpe_8000,246
text8,bpe_8000,242
text8,bpe_8000,247
text8,bpe_8000,247
text8,bpe_8000,245
text8,bpe_8000,248
text8,bpe_8000,237
text8,bpe_8000,230
text8,bpe_8000,227
text8,bpe_8000,236
text8,bpe_8000,226
text8,bpe_8000,266
text8,bpe_8000,257
text8,bpe_8000,231
text8,bpe_8000,251
text8,bpe_8000,232
text8,bpe_8000,228
text8,bpe_8000,243
text8,bpe_8000,292
text8,bpe_8000,256
text8,bpe_8000,273
text8,bpe_8000,252
text8,bpe_8000,255
text8,bpe_8000,232
text8,bpe_8000,266
text8,bpe_8000,238
text8,bpe_8000,285
text8,bpe_8000,226
text8,bpe_8000,257
text8,bpe_8000,233
text8,bpe_8000,235
text8,bpe_8000,238
text8,bpe_8000,247
text8,bpe_8000,243
text8,bpe_8000,240
text8,bpe_8000,267
text8,bpe_8000,249
text8,bpe_8000,262
text8,bpe_8000,226
text8,bpe_8000,235
text8,bpe_8000,244
text8,bpe_8000,293
text8,bpe_8000,236
text8,bpe_8000,218
text8,bpe_8000,395
text8,bpe_8000,227
text8,bpe_8000,287
text8,bpe_8000,230
text8,bpe_8000,239
text8,bpe_8000,256
text8,bpe_8000,252
text8,bpe_8000,246
text8,bpe_8000,227
text8,bpe_8000,357
text8,bpe_8000,255
text8,bpe_8000,237
text8,bpe_8000,244
text8,bpe_8000,232
text8,bpe_8000,249
text8,bpe_8000,241
text8,bpe_8000,260
text8,bpe_8000,213
text8,bpe_8000,261
text8,bpe_8000,258
text8,bpe_8000,245
text8,bpe_8000,272
text8,bpe_8000,238
text8,bpe_8000,265
text8,bpe_8000,246
text8,bpe_8000,243
text8,bpe_8000,260
text8,bpe_8000,260
text8,bpe_8000,229
text8,bpe_8000,299
text8,bpe_8000,270
text8,bpe_8000,254
text8,bpe_8000,238
text8,bpe_8000,224
text8,bpe_8000,257
text8,bpe_8000,243
text8,bpe_8000,227
text8,bpe_8000,263
text8,bpe_8000,255
text8,bpe_8000,279
text8,bpe_8000,239
text8,bpe_8000,239
text8,bpe_8000,237
text8,bpe_8000,247
text8,bpe_8000,226
text8,bpe_8000,222
text8,bpe_8000,266
text8,bpe_8000,229
text8,bpe_8000,257
text8,bpe_8000,235
text8,bpe_8000,238
text8,bpe_8000,225
text8,bpe_8000,229
text8,bpe_8000,245
text8,bpe_8000,252
text8,bpe_8000,234
text8,bpe_8000,274
text8,bpe_8000,283
text8,bpe_8000,244
text8,bpe_8000,283
text8,bpe_8000,232
text8,bpe_8000,262
text8,bpe_8000,221
text8,bpe_8000,245
text8,bpe_8000,247
text8,bpe_8000,237
text8,bpe_8000,266
text8,bpe_8000,242
text8,bpe_8000,267
text8,bpe_8000,255
text8,bpe_8000,239
text8,bpe_8000,253
text8,bpe_8000,245
text8,bpe_8000,226
text8,bpe_8000,259
text8,bpe_8000,302
text8,bpe_8000,260
text8,bpe_8000,282
text8,bpe_8000,258
text8,bpe_8000,261
text8,bpe_8000,243
text8,bpe_8000,249
text8,bpe_8000,238
text8,bpe_8000,255
text8,bpe_8000,216
text8,bpe_8000,230
text8,bpe_8000,260
text8,bpe_8000,224
text8,bpe_8000,282
text8,bpe_8000,248
text8,bpe_8000,279
text8,bpe_8000,293
text8,bpe_8000,233
text8,bpe_8000,264
text8,bpe_8000,240
text8,bpe_8000,215
text8,bpe_8000,227
text8,bpe_8000,227
text8,bpe_8000,216
text8,bpe_8000,230
text8,bpe_8000,245
text8,bpe_8000,250
text8,bpe_8000,228
text8,bpe_8000,233
text8,bpe_8000,247
text8,bpe_8000,234
text8,bpe_8000,334
text8,bpe_8000,316
text8,bpe_8000,240
text8,bpe_8000,241
text8,bpe_8000,253
text8,bpe_8000,230
text8,bpe_8000,265
text8,bpe_8000,248
text8,bpe_8000,248
text8,bpe_8000,242
text8,bpe_8000,245
text8,bpe_8000,237
text8,bpe_8000,227
text8,bpe_8000,237
text8,bpe_8000,233
text8,bpe_8000,265
text8,bpe_8000,301
text8,bpe_8000,240
text8,bpe_8000,235
text8,bpe_8000,269
text8,bpe_8000,232
text8,bpe_8000,246
text8,bpe_8000,243
text8,bpe_8000,245
text8,bpe_8000,264
text8,bpe_8000,239
text8,bpe_8000,242
text8,bpe_8000,227
text8,bpe_8000,223
text8,bpe_8000,249
text8,bpe_8000,277
text8,bpe_8000,239
text8,bpe_8000,252
text8,bpe_8000,228
text8,bpe_8000,256
text8,bpe_8000,248
text8,bpe_8000,258
text8,bpe_8000,284
text8,bpe_8000,244
text8,bpe_8000,263
text8,bpe_8000,238
text8,bpe_8000,235
text8,bpe_8000,223
text8,bpe_8000,240
text8,bpe_8000,242
text8,bpe_8000,252
text8,bpe_8000,248
text8,bpe_8000,236
text8,bpe_8000,249
text8,bpe_8000,277
text8,bpe_8000,219
text8,bpe_8000,241
text8,bpe_8000,238
text8,bpe_8000,253
text8,bpe_8000,226
text8,bpe_8000,327
text8,bpe_8000,261
text8,bpe_8000,247
text8,bpe_8000,248
text8,bpe_8000,242
text8,bpe_8000,259
text8,bpe_8000,263
text8,bpe_8000,235
text8,bpe_8000,259
text8,bpe_8000,214
text8,bpe_8000,239
text8,bpe_8000,243
text8,bpe_8000,249
text8,bpe_8000,245
text8,bpe_8000,241
text8,bpe_8000,254
text8,bpe_8000,271
text8,bpe_8000,260
text8,bpe_8000,251
text8,bpe_8000,258
text8,bpe_8000,259
text8,bpe_8000,264
text8,bpe_8000,246
text8,bpe_8000,234
text8,bpe_8000,229
text8,bpe_8000,249
text8,bpe_8000,240
text8,bpe_8000,273
text8,bpe_8000,226
text8,bpe_8000,243
text8,bpe_8000,241
text8,bpe_8000,238
text8,bpe_8000,249
text8,bpe_8000,252
text8,bpe_8000,247
text8,bpe_8000,221
text8,bpe_8000,224
text8,bpe_8000,243
text8,bpe_8000,233
text8,bpe_8000,243
text8,bpe_8000,239
text8,bpe_8000,246
text8,bpe_8000,260
text8,bpe_8000,233
text8,bpe_8000,234
text8,bpe_8000,284
text8,bpe_8000,262
text8,bpe_8000,252
text8,bpe_8000,217
text8,bpe_8000,248
text8,bpe_8000,247
text8,bpe_8000,231
text8,bpe_8000,238
text8,bpe_8000,238
text8,bpe_8000,236
text8,bpe_8000,287
text8,bpe_8000,250
text8,bpe_8000,240
text8,bpe_8000,231
text8,bpe_8000,240
text8,bpe_8000,288
text8,bpe_8000,248
text8,bpe_8000,254
text8,bpe_8000,238
text8,bpe_8000,262
text8,bpe_8000,256
text8,bpe_8000,237
text8,bpe_8000,212
text8,bpe_8000,213
text8,bpe_8000,296
text8,bpe_8000,283
text8,bpe_8000,277
text8,bpe_8000,240
text8,bpe_8000,271
text8,bpe_8000,229
text8,bpe_8000,238
text8,bpe_8000,257
text8,bpe_8000,362
text8,bpe_8000,206
text8,bpe_8000,227
text8,bpe_8000,221
text8,bpe_8000,253
text8,bpe_8000,241
text8,bpe_8000,216
text8,bpe_8000,239
text8,bpe_8000,222
text8,bpe_8000,237
text8,bpe_8000,247
text8,bpe_8000,228
text8,bpe_8000,238
text8,bpe_8000,253
text8,bpe_8000,269
text8,bpe_8000,243
text8,bpe_8000,253
text8,bpe_8000,248
text8,bpe_8000,253
text8,bpe_8000,251
text8,bpe_8000,259
text8,bpe_8000,240
text8,bpe_8000,239
text8,bpe_8000,212
text8,bpe_8000,226
text8,bpe_8000,228
text8,bpe_8000,231
text8,bpe_8000,280
text8,bpe_8000,260
text8,bpe_8000,221
text8,bpe_8000,280
text8,bpe_8000,232
text8,bpe_8000,220
text8,bpe_8000,267
text8,bpe_8000,266
text8,bpe_8000,235
text8,bpe_8000,240
text8,bpe_8000,233
text8,bpe_8000,258
text8,bpe_8000,261
text8,bpe_8000,235
text8,bpe_8000,235
text8,bpe_8000,259
text8,bpe_8000,242
text8,bpe_8000,242
text8,bpe_8000,241
text8,bpe_8000,250
text8,bpe_8000,264
text8,bpe_8000,268
text8,bpe_8000,234
text8,bpe_8000,227
text8,bpe_8000,236
text8,bpe_8000,240
text8,bpe_8000,238
text8,bpe_8000,254
text8,bpe_8000,231
text8,bpe_8000,256
text8,bpe_8000,273
text8,bpe_8000,258
text8,bpe_8000,258
text8,bpe_8000,262
text8,bpe_8000,303
text8,bpe_8000,229
text8,bpe_8000,230
text8,bpe_8000,271
text8,bpe_8000,241
text8,bpe_8000,257
text8,bpe_8000,293
text8,bpe_8000,233
text8,bpe_8000,254
text8,bpe_8000,232
text8,bpe_8000,248
text8,bpe_8000,259
text8,bpe_8000,237
text8,bpe_8000,228
text8,bpe_8000,289
text8,bpe_8000,218
text8,bpe_8000,248
text8,bpe_8000,225
text8,bpe_8000,248
text8,bpe_8000,246
text8,bpe_8000,227
text8,bpe_8000,297
text8,bpe_8000,240
text8,bpe_8000,241
text8,bpe_8000,239
text8,bpe_8000,235
text8,bpe_8000,257
text8,bpe_8000,224
text8,bpe_8000,268
text8,bpe_8000,249
text8,bpe_8000,261
text8,bpe_8000,280
text8,bpe_8000,256
text8,bpe_8000,248
text8,bpe_8000,238
text8,bpe_8000,247
text8,bpe_8000,263
text8,bpe_8000,231
text8,bpe_8000,249
text8,bpe_8000,224
text8,bpe_8000,251
text8,bpe_8000,258
text8,bpe_8000,261
text8,bpe_8000,220
text8,bpe_8000,237
text8,bpe_8000,209
text8,bpe_8000,239
text8,bpe_8000,245
text8,bpe_8000,279
text8,bpe_8000,271
text8,bpe_8000,258
text8,bpe_8000,230
text8,bpe_8000,241
text8,bpe_8000,251
text8,bpe_8000,240
text8,bpe_8000,283
text8,bpe_8000,249
text8,bpe_8000,303
text8,bpe_8000,259
text8,bpe_8000,224
text8,bpe_8000,237
text8,bpe_8000,237
text8,bpe_8000,266
text8,bpe_8000,254
text8,bpe_8000,264
text8,bpe_8000,276
text8,bpe_8000,229
text8,bpe_8000,259
text8,bpe_8000,250
text8,bpe_8000,243
text8,bpe_8000,239
text8,bpe_8000,265
text8,bpe_8000,268
text8,bpe_8000,228
text8,bpe_8000,247
text8,bpe_8000,291
text8,bpe_8000,245
text8,bpe_8000,254
text8,bpe_8000,248
text8,bpe_8000,246
text8,bpe_8000,234
text8,bpe_8000,218
text8,bpe_8000,332
text8,bpe_8000,243
text8,bpe_8000,249
text8,bpe_8000,242
text8,bpe_8000,286
text8,bpe_8000,362
text8,bpe_8000,230
text8,bpe_8000,228
text8,bpe_8000,224
text8,bpe_8000,254
text8,bpe_8000,247
text8,bpe_8000,241
text8,bpe_8000,245
text8,bpe_8000,262
text8,bpe_8000,250
text8,bpe_8000,218
text8,bpe_8000,234
text8,bpe_8000,254
text8,bpe_8000,227
text8,bpe_8000,238
text8,bpe_8000,259
text8,bpe_8000,247
text8,bpe_8000,238
text8,bpe_8000,277
text8,bpe_8000,232
text8,bpe_8000,239
text8,bpe_8000,259
text8,bpe_8000,234
text8,bpe_8000,231
text8,bpe_8000,237
text8,bpe_8000,288
text8,bpe_8000,244
text8,bpe_8000,251
text8,bpe_8000,270
text8,bpe_8000,257
text8,bpe_8000,244
text8,bpe_8000,229
text8,bpe_8000,245
text8,bpe_8000,264
text8,bpe_8000,247
text8,bpe_8000,239
text8,bpe_8000,260
text8,bpe_8000,238
text8,bpe_8000,260
text8,bpe_8000,282
text8,bpe_8000,291
text8,bpe_8000,238
text8,bpe_8000,246
text8,bpe_8000,265
text8,bpe_8000,294
text8,bpe_8000,246
text8,bpe_8000,251
text8,bpe_8000,260
text8,bpe_8000,251
text8,bpe_8000,248
text8,bpe_8000,257
text8,bpe_8000,244
text8,bpe_8000,243
text8,bpe_8000,273
text8,bpe_8000,234
text8,bpe_8000,238
text8,bpe_8000,248
text8,bpe_8000,255
text8,bpe_8000,237
text8,bpe_8000,251
text8,bpe_8000,248
text8,bpe_8000,235
text8,bpe_8000,250
text8,bpe_8000,243
text8,bpe_8000,230
text8,bpe_8000,226
text8,bpe_8000,244
text8,bpe_8000,245
text8,bpe_8000,269
text8,bpe_8000,237
text8,bpe_8000,246
